user_id,purchase_amount,user_monthly_spend,category_average_purchase,purchase_count_last_30_days,days_since_last_purchase,amount_to_monthly_spend_ratio,amount_to_category_average_ratio,is_anomaly
U0218,2451.35,51748.94,11263.68,8,12,0.0474,0.2176,0
U0235,1506.82,47176.62,551.76,14,11,0.0319,2.7309,0
U0036,1701.36,89055.87,8423.7,4,2,0.0191,0.202,0
U0209,2352.59,11884.73,11852.75,12,5,0.198,0.1985,0
U0203,2429.44,81359.99,2563.77,8,12,0.0299,0.9476,0
U0081,2687.49,84999.54,9654.97,7,20,0.0316,0.2784,0
U0240,1217.88,54409.28,5867.17,7,9,0.0224,0.2076,0
U0107,635.27,33128.81,8255.08,14,1,0.0192,0.077,0
U0095,2055.63,13036.12,9268.34,5,11,0.1577,0.2218,0
U0179,5026.43,25596.73,10888.34,8,0,0.1964,0.4616,0
U0191,340.41,25302.43,1888.61,10,13,0.0135,0.1802,0
U0160,42714.13,37563.64,3277.45,8,37,1.1371,13.0327,1
U0229,43346.75,59068.26,7861.83,11,19,0.7338,5.5136,1
U0028,169342.29,38432.92,13911.0,9,13,4.4062,12.1733,1
U0229,966.35,39394.0,2011.88,7,18,0.0245,0.4803,0
U0197,835.05,54286.12,5757.03,15,17,0.0154,0.145,0
U0164,1218.64,88699.83,7399.61,12,6,0.0137,0.1647,0
U0071,1216.87,23706.65,3055.61,7,16,0.0513,0.3982,0
U0098,812.13,14137.57,6353.42,9,17,0.0574,0.1278,0
U0001,939.02,57223.67,8824.06,9,6,0.0164,0.1064,0
U0161,1747.89,70563.98,5989.8,9,8,0.0248,0.2918,0
U0102,1114.27,15057.83,6860.22,6,4,0.074,0.1624,0
U0150,1798.39,59222.09,10496.6,5,16,0.0304,0.1713,0
U0184,1325.19,33449.76,6347.61,12,6,0.0396,0.2088,0
U0212,3017.03,20522.45,10367.28,7,18,0.147,0.291,0
U0031,1996.15,61505.07,5626.94,9,13,0.0325,0.3547,0
U0088,2252.68,77661.8,1537.08,6,5,0.029,1.4656,0
U0197,507.8,55111.41,1973.09,15,12,0.0092,0.2574,0
U0004,2583.15,13337.99,3032.29,8,13,0.1937,0.8519,0
U0199,336.61,79973.2,11354.46,11,14,0.0042,0.0296,0
U0122,1625.65,65445.05,3153.03,12,2,0.0248,0.5156,0
U0186,788.59,67131.75,9607.38,9,17,0.0117,0.0821,0
U0165,696.13,47353.75,2136.79,10,0,0.0147,0.3258,0
U0150,1343.18,87626.03,11336.76,11,17,0.0153,0.1185,0
U0197,1001.99,8846.02,800.2,8,15,0.1133,1.2522,0
U0175,2015.56,57435.01,2988.45,14,8,0.0351,0.6744,0
U0010,5717.85,28705.01,9534.32,11,9,0.1992,0.5997,0
U0225,807.8,62761.47,3725.02,14,0,0.0129,0.2169,0
U0052,770.29,86439.46,11942.42,8,9,0.0089,0.0645,0
U0009,1289.64,25723.16,8966.47,9,17,0.0501,0.1438,0
U0209,50612.03,81268.86,4244.0,9,17,0.6228,11.9256,1
U0175,1681.07,34329.01,10347.77,6,7,0.049,0.1625,0
U0223,2190.26,19976.36,7908.23,11,12,0.1096,0.277,0
U0183,1406.51,78920.16,7254.79,9,7,0.0178,0.1939,0
U0246,626.05,36220.18,5426.95,10,20,0.0173,0.1154,0
U0033,858.35,81496.04,11340.25,12,0,0.0105,0.0757,0
U0229,1218.61,9501.21,9884.42,10,10,0.1283,0.1233,0
U0150,4198.66,65616.33,11220.46,4,3,0.064,0.3742,0
U0222,1210.44,79543.89,8575.15,8,17,0.0152,0.1412,0
U0171,944.67,48378.69,11447.36,15,7,0.0195,0.0825,0
U0146,372.42,48855.98,6302.63,13,8,0.0076,0.0591,0
U0114,837.78,23902.34,6114.76,8,6,0.0351,0.137,0
U0156,3074.27,88086.57,2878.0,7,14,0.0349,1.0682,0
U0195,2192.38,72944.35,4621.8,9,14,0.0301,0.4744,0
U0224,2399.67,32435.52,5339.59,9,9,0.074,0.4494,0
U0177,596.88,35552.77,7079.76,10,15,0.0168,0.0843,0
U0033,374.12,55995.32,4874.25,10,6,0.0067,0.0768,0
U0010,1472.91,18303.77,3445.93,11,13,0.0805,0.4274,0
U0053,37030.73,12261.16,7378.01,7,36,3.0202,5.0191,1
U0062,2399.67,53198.17,5418.77,8,15,0.0451,0.4428,0
U0223,1113.57,53565.98,4859.48,10,8,0.0208,0.2292,0
U0108,1393.94,59084.45,9301.3,16,0,0.0236,0.1499,0
U0042,2439.6,19520.35,7345.21,6,3,0.125,0.3321,0
U0193,1776.49,16803.87,2025.51,9,19,0.1057,0.8771,0
U0031,1092.4,72990.3,3666.32,12,1,0.015,0.298,0
U0172,1415.32,24705.75,11134.39,9,19,0.0573,0.1271,0
U0012,1109.89,17474.22,10141.23,4,0,0.0635,0.1094,0
U0147,2436.66,9434.32,11070.31,8,16,0.2583,0.2201,0
U0205,802.2,28257.38,7036.5,6,18,0.0284,0.114,0
U0195,1193.31,32108.1,9352.51,7,15,0.0372,0.1276,0
U0200,1314.1,41676.71,10954.39,8,7,0.0315,0.12,0
U0117,707.74,59987.96,5896.41,8,4,0.0118,0.12,0
U0129,323.21,83782.11,10684.9,11,7,0.0039,0.0302,0
U0025,190806.74,57120.96,11861.81,8,37,3.3404,16.0858,1
U0094,898.7,17701.54,3227.72,6,6,0.0508,0.2784,0
U0143,638.64,75017.32,3847.0,11,2,0.0085,0.166,0
U0068,1213.96,30847.81,9832.18,13,6,0.0394,0.1235,0
U0030,602.51,62929.97,10227.1,14,3,0.0096,0.0589,0
U0084,1014.12,40385.91,8809.9,9,12,0.0251,0.1151,0
U0109,1082.02,76899.19,10676.28,6,19,0.0141,0.1013,0
U0097,1398.4,55639.04,4054.15,7,17,0.0251,0.3449,0
U0161,2600.66,35264.76,9957.25,9,16,0.0737,0.2612,0
U0123,3361.32,65826.67,11604.31,7,3,0.0511,0.2897,0
U0149,2729.53,89819.88,9404.11,7,18,0.0304,0.2902,0
U0221,2150.3,13690.84,1037.79,6,12,0.1571,2.072,0
U0104,976.61,42198.85,2066.81,7,9,0.0231,0.4725,0
U0249,2091.9,64841.03,11297.68,6,12,0.0323,0.1852,0
U0040,8172.47,12304.58,8683.23,7,18,0.6642,0.9412,0
U0148,2216.05,48888.79,3927.49,14,13,0.0453,0.5642,0
U0005,1013.65,15787.41,10295.6,5,9,0.0642,0.0985,0
U0123,1037.69,41496.73,3291.05,7,2,0.025,0.3153,0
U0116,249.08,44576.82,7504.98,8,10,0.0056,0.0332,0
U0184,1755.26,60786.2,4040.29,12,18,0.0289,0.4344,0
U0086,429.6,37216.02,8912.33,10,0,0.0115,0.0482,0
U0011,338.94,76539.02,3416.6,13,4,0.0044,0.0992,0
U0083,915.63,62819.6,8176.12,3,11,0.0146,0.112,0
U0024,2275.97,27490.54,3460.35,4,8,0.0828,0.6577,0
U0018,2858.46,51678.5,4050.82,9,18,0.0553,0.7056,0
U0141,986.35,26829.96,9647.37,16,18,0.0368,0.1022,0
U0167,1182.07,47044.95,1073.35,14,10,0.0251,1.1013,0
U0124,685.06,36870.28,6143.87,19,3,0.0186,0.1115,0
U0196,3140.25,55087.28,11707.21,10,11,0.057,0.2682,0
U0218,1192.22,15111.26,2801.77,13,4,0.0789,0.4255,0
U0055,2455.98,8731.67,2645.5,9,0,0.2813,0.9284,0
U0198,1271.01,81824.68,1786.84,16,8,0.0155,0.7113,0
U0006,2715.4,66816.05,4822.67,12,16,0.0406,0.563,0
U0007,313.78,46534.13,9025.76,15,3,0.0067,0.0348,0
U0025,2297.02,26870.33,8451.1,10,11,0.0855,0.2718,0
U0025,2988.1,48058.68,7538.8,9,17,0.0622,0.3964,0
U0073,1169.75,38426.0,9117.48,10,14,0.0304,0.1283,0
U0034,329.58,27632.53,4744.49,7,16,0.0119,0.0695,0
U0240,653.8,27208.25,6464.39,8,10,0.024,0.1011,0
U0237,532.58,57229.16,3176.5,13,3,0.0093,0.1677,0
U0067,526.3,18110.66,8806.59,16,13,0.0291,0.0598,0
U0139,2761.13,71443.14,826.19,8,9,0.0386,3.342,0
U0136,3971.19,12604.01,7969.34,8,20,0.3151,0.4983,0
U0074,543.15,56202.46,9610.5,11,13,0.0097,0.0565,0
U0228,853.15,30295.24,8475.77,14,1,0.0282,0.1007,0
U0220,492.75,45360.66,10888.27,11,2,0.0109,0.0453,0
U0216,1711.02,68147.2,10038.73,15,8,0.0251,0.1704,0
U0071,5741.57,62274.1,6343.86,6,1,0.0922,0.9051,0
U0125,556.8,87421.05,11316.88,17,17,0.0064,0.0492,0
U0205,714.99,45406.91,6323.61,11,12,0.0157,0.1131,0
U0128,138047.35,75095.42,9619.36,7,35,1.8383,14.351,1
U0185,995.57,56234.19,3713.39,8,2,0.0177,0.2681,0
U0013,145343.56,29935.49,11081.63,12,41,4.8552,13.1157,1
U0059,3529.3,74706.62,3799.57,12,3,0.0472,0.9289,0
U0171,1653.07,10905.81,10306.38,16,8,0.1516,0.1604,0
U0075,1052.99,82092.0,5702.31,8,1,0.0128,0.1847,0
U0172,617.82,63733.13,11021.53,6,19,0.0097,0.0561,0
U0139,1199.95,10134.46,5254.66,6,17,0.1184,0.2284,0
U0040,930.16,54002.4,1834.78,14,13,0.0172,0.507,0
U0031,2222.58,61057.15,8828.84,12,6,0.0364,0.2517,0
U0121,907.7,14326.78,2298.69,6,12,0.0634,0.3949,0
U0221,586.94,20743.03,5790.6,8,15,0.0283,0.1014,0
U0111,2312.83,60461.01,10482.86,6,18,0.0383,0.2206,0
U0148,2110.92,82684.52,10025.93,14,15,0.0255,0.2105,0
U0120,1763.4,58678.03,5018.9,16,15,0.0301,0.3514,0
U0203,753.11,15412.06,7785.25,11,7,0.0489,0.0967,0
U0083,888.06,42442.27,2110.93,13,6,0.0209,0.4207,0
U0243,1194.29,35658.19,6417.84,11,7,0.0335,0.1861,0
U0131,1953.72,16642.51,4674.9,8,10,0.1174,0.4179,0
U0203,2275.4,68602.52,11251.68,11,3,0.0332,0.2022,0
U0152,349.6,80069.31,8521.48,7,19,0.0044,0.041,0
U0203,1305.81,38307.72,3639.73,13,1,0.0341,0.3588,0
U0077,1818.26,74653.98,7218.69,12,10,0.0244,0.2519,0
U0025,1701.36,86373.68,2212.26,6,10,0.0197,0.7691,0
U0043,862.46,80555.54,10385.92,3,1,0.0107,0.083,0
U0170,1375.49,50733.33,6439.79,5,7,0.0271,0.2136,0
U0061,2268.04,84692.09,1568.66,13,17,0.0268,1.4458,0
U0104,1423.66,26661.75,737.31,5,1,0.0534,1.9309,0
U0128,989.46,79021.79,1259.85,5,4,0.0125,0.7854,0
U0105,75367.97,81261.34,13296.93,19,2,0.9275,5.6681,1
U0187,1571.14,53837.15,9948.73,7,2,0.0292,0.1579,0
U0173,890.45,39226.86,2293.25,13,1,0.0227,0.3883,0
U0095,398.45,78840.0,10210.55,11,18,0.0051,0.039,0
U0218,920.98,60908.86,10744.83,13,8,0.0151,0.0857,0
U0050,706.99,84203.16,6130.62,9,6,0.0084,0.1153,0
U0153,430.4,54166.21,1660.53,9,20,0.0079,0.2592,0
U0026,109458.12,37715.28,14344.06,11,35,2.9022,7.6309,1
U0230,543.0,80593.38,3480.57,5,14,0.0067,0.156,0
U0188,398.65,38174.59,864.37,6,13,0.0104,0.4612,0
U0049,2106.89,29012.6,901.91,5,7,0.0726,2.336,0
U0027,174920.37,36755.01,12587.11,7,0,4.7591,13.8968,1
U0150,91278.75,37119.3,9973.72,3,12,2.4591,9.1519,1
U0214,2415.21,24532.23,11264.73,12,4,0.0985,0.2144,0
U0140,2812.63,20668.55,1391.93,11,11,0.1361,2.0207,0
U0140,88794.7,17405.38,11644.71,6,15,5.1016,7.6253,1
U0014,898.32,48584.45,5414.43,13,9,0.0185,0.1659,0
U0241,515.88,31857.99,2598.4,7,16,0.0162,0.1985,0
U0027,542.09,86275.01,9006.91,12,16,0.0063,0.0602,0
U0076,2338.85,29830.45,3483.44,11,7,0.0784,0.6714,0
U0086,4704.64,24697.14,8316.58,10,0,0.1905,0.5657,0
U0100,1007.79,57772.74,6932.16,9,11,0.0174,0.1454,0
U0038,1581.21,70174.68,5919.12,7,16,0.0225,0.2671,0
U0109,708.24,41632.78,11961.39,8,12,0.017,0.0592,0
U0046,1062.83,20324.11,592.18,6,10,0.0523,1.7948,0
U0090,1067.38,74566.0,3725.84,5,18,0.0143,0.2865,0
U0111,5115.8,67965.5,1613.73,8,19,0.0753,3.1702,0
U0153,1104.98,17320.34,9951.98,12,10,0.0638,0.111,0
U0010,1069.7,44107.43,11369.88,9,17,0.0243,0.0941,0
U0130,1793.01,84610.14,4326.08,11,14,0.0212,0.4145,0
U0040,643.91,84292.23,6098.09,9,0,0.0076,0.1056,0
U0042,1307.07,74096.37,8985.24,12,8,0.0176,0.1455,0
U0106,840.33,20605.19,5417.54,10,9,0.0408,0.1551,0
U0166,536.32,41859.47,4021.17,14,2,0.0128,0.1334,0
U0076,1197.39,89973.13,10496.91,16,10,0.0133,0.1141,0
U0098,1149.89,13924.36,8585.27,10,6,0.0826,0.1339,0
U0231,2720.66,46448.92,1218.3,15,14,0.0586,2.2332,0
U0116,1098.34,78989.96,2334.77,13,11,0.0139,0.4704,0
U0219,1583.63,30811.75,8025.95,12,7,0.0514,0.1973,0
U0123,2136.25,44302.38,10783.16,11,9,0.0482,0.1981,0
U0157,610.3,70153.58,7029.71,9,1,0.0087,0.0868,0
U0057,1246.42,31340.38,2795.81,4,12,0.0398,0.4458,0
U0048,780.1,70845.13,9191.99,8,10,0.011,0.0849,0
U0147,752.55,59795.98,1178.12,9,10,0.0126,0.6388,0
U0187,393.75,49880.91,4006.73,9,16,0.0079,0.0983,0
U0249,1133.71,34287.75,2535.46,6,5,0.0331,0.4471,0
U0247,664.69,20171.87,6654.44,9,5,0.033,0.0999,0
U0017,3209.05,37994.99,11849.62,4,4,0.0845,0.2708,0
U0133,485.58,18839.65,6159.75,11,8,0.0258,0.0788,0
U0005,4752.45,53877.87,11237.3,10,15,0.0882,0.4229,0
U0223,715.74,69132.09,4029.21,7,9,0.0104,0.1776,0
U0118,448.63,69575.7,4199.07,12,15,0.0064,0.1068,0
U0021,1547.84,49742.98,1111.85,20,10,0.0311,1.3921,0
U0225,416.68,24229.28,5807.87,13,0,0.0172,0.0717,0
U0187,1992.39,21004.52,4370.62,12,17,0.0949,0.4559,0
U0093,235.08,42904.1,8611.68,10,12,0.0055,0.0273,0
U0038,2399.22,88565.53,8179.19,12,14,0.0271,0.2933,0
U0028,1845.49,67719.67,5792.59,12,16,0.0273,0.3186,0
U0028,509.42,33912.19,11980.12,7,13,0.015,0.0425,0
U0196,1141.4,41989.27,6437.81,4,12,0.0272,0.1773,0
U0104,786.37,78662.67,6315.35,10,15,0.01,0.1245,0
U0038,673.53,22576.84,6257.0,17,2,0.0298,0.1076,0
U0126,1961.4,77533.58,1171.7,5,14,0.0253,1.674,0
U0192,1394.11,18520.07,8853.21,10,0,0.0753,0.1575,0
U0134,2831.6,33487.41,5995.76,13,19,0.0846,0.4723,0
U0231,144526.51,85060.29,11684.73,11,44,1.6991,12.3688,1
U0073,1811.74,52056.93,6897.84,11,16,0.0348,0.2627,0
U0148,687.36,10941.94,11511.41,7,2,0.0628,0.0597,0
U0055,941.03,9857.39,6627.28,9,3,0.0955,0.142,0
U0217,410.75,63163.79,9779.5,3,16,0.0065,0.042,0
U0247,1630.68,40808.53,8141.62,9,1,0.04,0.2003,0
U0148,213959.75,61877.52,13568.18,9,39,3.4578,15.7692,1
U0103,3567.46,74356.38,3143.9,16,4,0.048,1.1347,0
U0093,571.53,74781.64,839.31,7,8,0.0076,0.681,0
U0194,1078.83,88053.66,9507.91,12,12,0.0123,0.1135,0
U0111,3078.48,77592.15,5238.0,10,9,0.0397,0.5877,0
U0237,617.47,17357.29,5878.07,7,17,0.0356,0.105,0
U0008,1576.76,17551.29,11340.96,5,7,0.0898,0.139,0
U0143,1157.01,22700.38,7726.89,7,12,0.051,0.1497,0
U0172,4163.29,72713.84,1054.64,14,6,0.0573,3.9476,0
U0209,554.82,10888.77,8151.56,12,2,0.051,0.0681,0
U0080,2823.9,70418.7,10539.16,7,7,0.0401,0.2679,0
U0082,1501.21,62869.72,8138.1,10,5,0.0239,0.1845,0
U0147,1316.51,46636.41,7524.76,11,16,0.0282,0.175,0
U0246,478.29,70310.72,6156.99,10,2,0.0068,0.0777,0
U0134,759.42,34122.6,4795.55,9,9,0.0223,0.1584,0
U0083,587.96,19991.22,9189.62,9,10,0.0294,0.064,0
U0134,150872.85,87274.83,5703.16,9,39,1.7287,26.4543,1
U0183,186771.29,67369.94,8442.64,4,2,2.7723,22.1224,1
U0108,2578.95,79405.07,7245.95,9,13,0.0325,0.3559,0
U0014,632.08,23093.96,5485.99,7,7,0.0274,0.1152,0
U0002,1118.7,80955.77,9662.45,13,20,0.0138,0.1158,0
U0162,57032.42,19204.6,8404.58,6,15,2.9697,6.7859,1
U0241,807.14,56846.51,7291.39,7,2,0.0142,0.1107,0
U0145,1326.72,73839.27,4441.71,17,3,0.018,0.2987,0
U0144,945.54,58419.33,7537.7,12,15,0.0162,0.1254,0
U0036,1556.96,31617.43,7142.27,9,13,0.0492,0.218,0
U0006,1059.5,80099.89,9578.87,11,4,0.0132,0.1106,0
U0219,625.03,26189.19,6610.15,8,3,0.0239,0.0946,0
U0015,866.1,13773.2,7771.26,10,0,0.0629,0.1114,0
U0137,796.24,87227.67,1581.18,10,13,0.0091,0.5036,0
U0089,745.77,13823.79,6594.78,10,12,0.0539,0.1131,0
U0011,1774.63,74949.65,3010.34,7,4,0.0237,0.5895,0
U0137,706.14,24346.11,9858.54,10,4,0.029,0.0716,0
U0051,1813.97,34628.13,6383.17,12,12,0.0524,0.2842,0
U0168,947.49,39894.25,2386.89,9,13,0.0238,0.397,0
U0043,60448.78,67409.19,1791.87,9,45,0.8967,33.735,1
U0011,1766.33,53460.31,5813.94,15,7,0.033,0.3038,0
U0109,951.1,43372.12,8440.51,5,20,0.0219,0.1127,0
U0106,2089.01,67955.76,7699.42,11,8,0.0307,0.2713,0
U0150,840.94,42053.16,8445.15,11,16,0.02,0.0996,0
U0194,1701.44,55859.96,9185.91,11,11,0.0305,0.1852,0
U0039,2392.47,48523.0,9049.38,6,9,0.0493,0.2644,0
U0112,913.66,62271.04,10421.39,8,20,0.0147,0.0877,0
U0157,1414.26,87818.08,8655.02,9,3,0.0161,0.1634,0
U0229,1466.96,60697.96,6389.81,7,7,0.0242,0.2296,0
U0245,1151.38,20659.55,11001.94,8,11,0.0557,0.1047,0
U0148,2686.02,58693.6,6561.96,6,18,0.0458,0.4093,0
U0101,929.68,30668.84,2666.3,18,1,0.0303,0.3487,0
U0152,126112.66,68317.02,2739.67,10,12,1.846,46.0321,1
U0202,1268.76,55714.04,1310.56,12,10,0.0228,0.9681,0
U0193,770.18,53428.01,2310.83,7,13,0.0144,0.3333,0
U0037,584.49,34513.93,3058.21,10,19,0.0169,0.1911,0
U0058,4067.81,76899.17,1023.23,11,6,0.0529,3.9755,0
U0139,991.04,72610.61,10318.17,9,6,0.0136,0.096,0
U0182,74328.09,24412.92,941.6,8,18,3.0446,78.9378,1
U0225,1427.74,37478.56,4613.78,10,3,0.0381,0.3095,0
U0097,714.05,88495.23,2551.81,5,7,0.0081,0.2798,0
U0148,1333.4,32105.75,2357.21,14,2,0.0415,0.5657,0
U0156,333.66,37606.21,11515.8,10,1,0.0089,0.029,0
U0040,520.02,80966.36,10093.14,8,7,0.0064,0.0515,0
U0167,2638.24,61548.07,11897.27,10,9,0.0429,0.2218,0
U0119,2793.58,32220.96,11284.24,11,12,0.0867,0.2476,0
U0169,548.32,29370.6,4231.96,10,7,0.0187,0.1296,0
U0203,1603.83,67531.13,5506.82,12,1,0.0237,0.2912,0
U0206,1266.3,73353.12,9247.47,8,2,0.0173,0.1369,0
U0135,1030.57,85021.41,9725.59,3,12,0.0121,0.106,0
U0250,822.12,27856.59,10050.25,9,1,0.0295,0.0818,0
U0062,1337.75,68136.28,8101.37,19,17,0.0196,0.1651,0
U0067,570.08,45782.7,6044.26,8,19,0.0125,0.0943,0
U0088,1271.97,35155.93,1816.83,10,16,0.0362,0.7001,0
